 movie_id | genre_id 
      772 |        5
      772 |        9
      773 |        3
      773 |        8
      773 |       18
      774 |        4
      774 |       12
      774 |       13
      775 |       13
      775 |       17
      776 |        7
      776 |        8
      776 |       18
      777 |        1
      777 |        5
      778 |        3
      778 |        5
      779 |        7
      780 |       13
      780 |       19
      781 |        3
      781 |        4
      781 |        5
      782 |        3
      782 |        4
      782 |       17
      783 |        5
      783 |        9
      783 |       13
      784 |        7
      784 |       11
      785 |        7
      785 |       11
      785 |       13
      786 |        5
      786 |       13
      786 |       19
      787 |       13
      788 |        3
      788 |        6
      788 |        8
      789 |        6
      789 |        7
      789 |       18
      790 |        3
      790 |        9
      790 |       13
      791 |        7
      792 |        5
      792 |        7
      792 |        9
      793 |        7
      793 |       11
      794 |        7
      794 |       13
      794 |       18
      795 |        3
      795 |        5
      795 |        9
      796 |        7
      796 |       11
      797 |        8
      797 |       13
      797 |       19
      798 |        7
      798 |        8
      798 |       18
      799 |        4
      799 |        9
      799 |       13
      800 |        3
      800 |        7
      800 |       17
      801 |        1
      801 |        7
      801 |       12
      802 |        7
      802 |        9
      803 |        3
      803 |        8
      803 |       18
      804 |        3
      804 |        5
      804 |       13
      805 |        1
      805 |       12
      806 |        5
      806 |        9
      806 |       13
      807 |        3
      807 |        8
      807 |       12
      808 |        7
      808 |       11
      808 |       13
      809 |       11
      809 |       13
      809 |       19
      810 |        3
      810 |       10
      810 |       13
      811 |        3
      811 |        7
      811 |        8
      812 |        1
      812 |        5
      813 |        1
      813 |        4
      813 |        5
      814 |        7
      814 |       11
      815 |        7
      815 |        8
      815 |       18
      816 |        4
      816 |        9
      816 |       13
      817 |        4
      817 |        9
      817 |       13
      818 |        8
      818 |       13
      818 |       19
      819 |        1
      819 |        4
      819 |        5
      820 |        1
      820 |        5
      821 |       11
      821 |       13
      821 |       20
      822 |        4
      822 |        8
      822 |       12
      823 |        3
      823 |        8
      823 |       17
      824 |       13
      824 |       19
      825 |        5
      825 |       13
      826 |        1
      826 |        5
      827 |        1
      827 |        5
      827 |       13
      828 |        3
      828 |        8
      828 |       12
      829 |        1
      829 |        3
      829 |        5
      830 |        7
      831 |        2
      831 |       13
      832 |        6
      832 |        7
      833 |       11
      833 |       13
      834 |        3
      834 |        7
      834 |        8
      835 |        7
      836 |        4
      836 |        5
      836 |       11
      837 |        9
      837 |       13
      838 |        3
      838 |        7
      839 |        4
      839 |        9
      839 |       13
      840 |       11
      840 |       13
      840 |       19
      841 |        7
      841 |        9
      842 |        5
      842 |       13
      843 |       13
      844 |        7
      844 |        8
      844 |       18
      845 |        3
      845 |        5
      846 |        5
      846 |       13
      847 |        7
      847 |        8
      847 |       18
      848 |        4
      848 |        9
      848 |       13
      849 |        5
      850 |        2
      850 |       13
      850 |       19
      851 |        5
      851 |        9
      851 |       13
      852 |       13
      852 |       14
      853 |        5
      853 |        9
      853 |       13
      854 |       11
      854 |       13
      855 |        3
      855 |        8
      855 |       18
      856 |        7
      856 |       13
      857 |        3
      857 |        8
      857 |       13
      858 |        9
      858 |       13
      858 |       19
      859 |        1
      860 |        4
      860 |       13
      860 |       19
      861 |       11
      861 |       13
      862 |       11
      862 |       13
      862 |       18
      863 |        6
      863 |        7
      864 |       13
      865 |        4
      865 |        5
      866 |        1
      866 |       12
      866 |       13
      867 |       11
      867 |       13
      868 |       10
      868 |       13
      868 |       19
      869 |        6
      869 |        7
      870 |        3
      870 |        5
      870 |        8
      871 |        7
      871 |       13
      872 |        3
      872 |        8
      872 |       12
      873 |        3
      873 |        5
      874 |       11
      874 |       13
      875 |        7
      875 |       11
      875 |       13
      876 |        1
      876 |       13
      876 |       17
      877 |        1
      877 |        7
      877 |       11
      878 |       13
      879 |        3
      879 |        8
      879 |       17
      880 |        3
      880 |        8
      880 |       12
      881 |        3
      881 |        8
      881 |       13
      882 |        7
      882 |       13
      882 |       19
      883 |        4
      883 |       11
      883 |       13
      884 |        7
      884 |        8
      884 |       18
      885 |       11
      885 |       13
      885 |       17
      886 |       13
      887 |       12
      887 |       13
      888 |       11
      888 |       13
      889 |        1
      889 |        5
      889 |        7
      890 |        7
      890 |       11
      890 |       13
      891 |        9
      891 |       13
      892 |        7
      892 |       11
      893 |        3
      893 |        6
      893 |       13
      894 |        7
      894 |       11
      894 |       13
      895 |        3
      895 |        5
      895 |       20
      896 |        1
      896 |        3
      896 |        7
      897 |        2
      897 |       13
      897 |       19
      898 |        7
      898 |        8
      898 |       13
      899 |        7
      899 |       11
      900 |        7
      900 |       11
      901 |        7
      901 |       11
      901 |       13
      902 |        3
      902 |        8
      902 |        9
      903 |        7
      903 |       11
      904 |        3
      904 |        8
      904 |       18
      905 |        3
      905 |        9
      905 |       17
      906 |       13
      907 |        7
      907 |       11
      907 |       13
      908 |        5
      908 |        9
      909 |        1
      909 |        7
      909 |       17
      910 |        5
      910 |       13
      911 |        1
      911 |       12
      911 |       13
      912 |        5
      913 |        6
      913 |        8
      913 |       13
      914 |        4
      914 |        5
      914 |       17
      915 |        9
      915 |       13
      915 |       19
      916 |        1
      916 |       12
      916 |       13
      917 |        3
      917 |        5
      917 |        8
      918 |        1
      918 |        9
      918 |       13
      919 |        9
      919 |       12
      919 |       13
      920 |        6
      920 |        8
      920 |       12
      921 |        3
      921 |        8
      921 |       13
      922 |        1
      922 |        3
      922 |        7
      923 |        6
      923 |        7
      923 |       13
      924 |        3
      924 |        5
      925 |        3
      925 |        8
      925 |       17
      926 |        8
      926 |       12
      926 |       13
      927 |       13
      928 |       13
      929 |        7
      930 |       13
      931 |        7
      931 |       13
      931 |       14
      932 |       12
      932 |       13
      932 |       14
      933 |       13
      934 |        5
      935 |        1
      935 |        7
      936 |        2
      936 |        3
      936 |        7
      937 |        1
      938 |        7
      938 |       13
      939 |        3
      939 |        5
      939 |       13
      940 |       11
      940 |       13
      941 |        1
      941 |        4
      942 |        8
      942 |       12
      942 |       13
      943 |        5
      944 |        7
      944 |       11
      945 |        3
      945 |        5
      945 |       17
      946 |        4
      946 |        5
      946 |       12
      947 |       13
      947 |       19
      948 |        9
      948 |       13
      949 |        3
      949 |        8
      949 |       17
      950 |        8
      951 |        7
      951 |       13
      952 |        7
      952 |       13
      953 |        7
      953 |       11
      953 |       13
      954 |        7
      954 |        8
      954 |       13
      955 |        3
      955 |        5
      955 |       17
      956 |        7
      956 |       11
      957 |        1
      957 |        3
      957 |       12
      958 |        5
      958 |        9
      958 |       13
      959 |        3
      959 |        5
      959 |       13
      960 |        4
      960 |        9
      960 |       13
      961 |        4
      961 |        9
      961 |       13
      962 |        5
      962 |       13
      962 |       17
      963 |       10
      963 |       13
      963 |       19
      964 |        1
      964 |        5
      964 |        9
      965 |       13
      966 |        4
      966 |        5
      966 |       13
      967 |        8
      967 |       19
      968 |        8
      968 |        9
      968 |       19
      969 |        1
      969 |        3
      969 |        5
      970 |        3
      970 |        8
      970 |       15
      971 |        1
      971 |        5
      972 |        4
      972 |        5
      972 |       13
      973 |        7
      973 |       13
      973 |       16
      974 |        1
      974 |        4
      975 |        2
      975 |       13
      975 |       19
      976 |        6
      976 |        7
      976 |       11
      977 |        4
      977 |        5
      977 |       13
      978 |        7
      979 |       13
      980 |        5
      980 |       13
      981 |        6
      981 |       13
      981 |       19
      982 |        6
      982 |        7
      982 |       13
      983 |       12
      983 |       13
      983 |       16
      984 |        7
      985 |        6
      985 |        8
      986 |        7
      986 |        8
      986 |       12
      987 |        1
      987 |        5
      988 |       11
      988 |       13
      989 |        1
      990 |       10
      990 |       13
      990 |       19
      991 |        3
      991 |        8
      991 |       12
      992 |        6
      992 |       13
      992 |       14
      993 |        7
      993 |       11
      993 |       13
      994 |        1
      994 |        3
      994 |        8
      995 |        7
      996 |        4
      996 |        9
      996 |       13
      997 |        1
      998 |       11
      998 |       13
      998 |       14
      999 |        7
      999 |        8
     1000 |        6
     1000 |        7
     1000 |       12
(2555 rows)

